% Model,Untitled.mph
% Version,COMSOL 5.5.0.359
% Date,"Dec 4 2020, 22:43"
% Table,Table 2 - Global Evaluation 1
% v_f,E_m (GPa),G_m (GPa),E1_f (GPa),G12_f (GPa),loadcase,group.cp11,group.cp22,group.cp33,group.cp12,group.cp23,group.cp13,Resin Young's modulus (Pa),Resin shear modulus (Pa),"Fiber Young's modulus, 11 direction (Pa)","Fiber shear modulus, 12 direction (Pa)","Elasticity matrix, 11 component (N/m^2)","Elasticity matrix, 22 component (N/m^2)","Elasticity matrix, 44 component (N/m^2)"
0.42,7.91,4.930000000000001,60.00000000000001,18,1,1,0,0,0,0,0,7.91E9,4.93E9,6.0E10,1.8E10,2.978752490186518E10,1.5022933743017643E10,6.876822834724723E9
0.31,6.800000000000001,3.31,101,14,1,1,0,0,0,0,0,6.8E9,3.31E9,1.01E11,1.4E10,3.600125304858191E10,1.139785675849519E10,4.985293428227341E9
0.2,8.55,4.32,60.00000000000001,36,1,1,0,0,0,0,0,8.550000000000001E9,4.32E9,6.0E10,3.6E10,1.883936901181975E10,1.127347857093195E10,5.874690865213572E9
0.14,9.71,2.9400000000000004,63.00000000000001,18,1,1,0,0,0,0,0,9.71E9,2.94E9,6.3E10,1.8E10,1.7170142513104237E10,1.169211385939408E10,5.70560320025895E9
0.22,5.930000000000001,1.61,69,39,1,1,0,0,0,0,0,5.93E9,1610000000,6.9E10,3.9E10,1.980454913811885E10,8.341277068641073E9,4.347262780785229E9
0.4,5.71,2.75,107,35,1,1,0,0,0,0,0,5.71E9,2.75E9,1.07E11,3.5E10,4.622549053617084E10,1.1669918168941826E10,5.817829373614288E9
0.09,8.09,2.71,95,23,1,1,0,0,0,0,0,8.09E9,2.71E9,9.5E10,2.3E10,1.5910417043653742E10,9.24506977551856E9,4.589937411177535E9
0.26,7.94,4.2,124.00000000000001,6,1,1,0,0,0,0,0,7.94E9,4.2E9,1.24E11,6.0E9,3.81148281149884E10,1.2170531599403002E10,4.41386446398849E9
0.5,9.940000000000001,1.8800000000000001,70,11,1,1,0,0,0,0,0,9.94E9,1880000000,7.0E10,1.1E10,3.99697943207716E10,2.1499797079575268E10,7.291183223679426E9
0.43,9.440000000000001,1.12,125.00000000000001,46,1,1,0,0,0,0,0,9.44E9,1120000000,1.25E11,4.6E10,5.913017517068134E10,1.986392037754426E10,9.85766547088608E9
0.38,8.17,4.010000000000001,119.00000000000001,14,1,1,0,0,0,0,0,8.17E9,4.01E9,1.19E11,1.4E10,5.0284870410717155E10,1.5669297199605253E10,6.240346689391788E9
0.42,6.95,3.8400000000000003,73,27,1,1,0,0,0,0,0,6.95E9,3.84E9,7.3E10,2.7E10,3.469065117632974E10,1.3903402192581577E10,6.837897514672747E9
0.57,6.28,3.0900000000000003,103,10,1,1,0,0,0,0,0,6.28E9,3.09E9,1.03E11,1.0E10,6.1410022393867905E10,1.9013295680742596E10,5.83469020804106E9
0.32,7.550000000000001,2.2800000000000002,85,34,1,1,0,0,0,0,0,7.55E9,2.28E9,8.5E10,3.4E10,3.233336608615066E10,1.2610837170041248E10,6.380906905669872E9
0.52,9.39,2.04,59.00000000000001,49,1,1,0,0,0,0,0,9.39E9,2040000000,5.9E10,4.9E10,3.518702331586274E10,2.0475780308019985E10,1.194719486183091E10
0.66,8.57,4.41,139,7,1,1,0,0,0,0,0,8.57E9,4.41E9,1.39E11,7.0E9,9.465345570727863E10,3.4106905047783268E10,5.909226039664517E9
0.47,8.42,2.3200000000000003,86,32,1,1,0,0,0,0,0,8.42E9,2.32E9,8.6E10,3.2E10,4.4882141506631256E10,1.8546557809125324E10,9.027631835752207E9
0.56,5.54,4.19,127.00000000000001,24,1,1,0,0,0,0,0,5.54E9,4.1900000000000005E9,1.27E11,2.4E10,7.355713413188457E10,1.7152166025125614E10,7.354466130802153E9
0.07,8.84,3.97,125.00000000000001,25,1,1,0,0,0,0,0,8.84E9,3.97E9,1.25E11,2.5E10,1.6969624196940376E10,9.826644587567413E9,4.875420255886139E9
0.36,7.840000000000001,4.67,136,7,1,1,0,0,0,0,0,7.84E9,4.67E9,1.36E11,7.0E9,5.397701981615753E10,1.465077605575081E10,4.806444668400647E9
0.31,7.74,3.77,83,9,1,1,0,0,0,0,0,7.74E9,3.77E9,8.3E10,9.0E9,3.1070003231291748E10,1.2641386520887354E10,4.961825166201841E9
0.15,7.48,4.070000000000001,93,31.000000000000004,1,1,0,0,0,0,0,7.48E9,4.0700000000000005E9,9.3E10,3.1E10,2.030721336506302E10,9.406090306163176E9,4.738359419577397E9
0.41,6.300000000000001,4.41,126.00000000000001,23,1,1,0,0,0,0,0,6.3E9,4.41E9,1.26E11,2.3E10,5.5376382874349686E10,1.3225815910972864E10,6.017654656109984E9
0.06,5.630000000000001,4.63,149,36,1,1,0,0,0,0,0,5.63E9,4.63E9,1.49E11,3.6E10,1.4230532950517973E10,6.196350516161981E9,3.1196680934648824E9
0.65,9,4.9,110,15.000000000000002,1,1,0,0,0,0,0,9.0E9,4.9E9,1.1E11,1.5E10,7.464955034444034E10,3.2127149752570885E10,9.470104058982523E9
0.44,8.11,1.02,97,46,1,1,0,0,0,0,0,8.109999999999999E9,1020000000,9.7E10,4.6E10,4.722110820037534E10,1.7199652336560467E10,8.853497178858091E9
0.32,8.35,4.67,122.00000000000001,15.000000000000002,1,1,0,0,0,0,0,8.35E9,4.67E9,1.22E11,1.5E10,4.4717069744689674E10,1.424670267778761E10,6.018434511926623E9
0.5,9.49,2.3600000000000003,94,9,1,1,0,0,0,0,0,9.49E9,2.36E9,9.4E10,9.0E9,5.17447105856753E10,2.2116456078945236E10,6.486697828397573E9
0.58,6.24,1.6,128,46,1,1,0,0,0,0,0,6.24E9,1600000000,1.28E11,4.6E10,7.686031630937187E10,2.0195154837166897E10,9.889558148800827E9
0.22,5.630000000000001,1.86,112,23,1,1,0,0,0,0,0,5.63E9,1860000000,1.12E11,2.3E10,2.9029964884630226E10,8.110662379886439E9,3.9854386321035953E9
0.33,6.5,3.7300000000000004,89,49,1,1,0,0,0,0,0,6.5E9,3.73E9,8.9E10,4.9E10,3.372430365597828E10,1.1247145524956726E10,5.902076727726881E9
0.18,6.57,3.87,137,18,1,1,0,0,0,0,0,6.57E9,3.87E9,1.37E11,1.8E10,3.004596020076132E10,8.826772358889202E9,4.2190720540164948E9
0.51,6.04,4.550000000000001,109,26,1,1,0,0,0,0,0,6.04E9,4.55E9,1.09E11,2.6E10,5.854924035356682E10,1.5855805341141314E10,7.203677262855054E9
0.75,8.84,2.1500000000000004,98,14,1,1,0,0,0,0,0,8.84E9,2.15E9,9.8E10,1.4E10,7.570984889448729E10,4.3212042357552E10,1.0344444775305492E10
0.07,6.340000000000001,4.36,60.00000000000001,12,1,1,0,0,0,0,0,6.34E9,4.36E9,6.0E10,1.2E10,1.0095472074139664E10,7.002148796048855E9,3.439415640382312E9
0.15,8.55,2.3200000000000003,145,10,1,1,0,0,0,0,0,8.550000000000001E9,2.32E9,1.45E11,1.0E10,2.901624476580698E10,1.0851545949938887E10,4.822366827030994E9
0.2,7.760000000000001,4.95,141,42,1,1,0,0,0,0,0,7.76E9,4.95E9,1.41E11,4.2E10,3.440636584266417E10,1.0754187050825361E10,5.427365954730998E9
0.08,5.630000000000001,1.76,106,11,1,1,0,0,0,0,0,5.63E9,1760000000,1.06E11,1.1E10,1.3658043711954006E10,6.381251747208149E9,3.095246194313532E9
0.27,6.5600000000000005,1.2000000000000002,141,39,1,1,0,0,0,0,0,6.56E9,1200000000,1.41E11,3.9E10,4.285787155285701E10,1.0399296411612284E10,5.221862338036659E9
0.15,7.74,3.93,90,16,1,1,0,0,0,0,0,7.74E9,3.93E9,9.0E10,1.6E10,2.0078243328051926E10,9.710198418648918E9,4.650458565777984E9
0.39,7.19,1.55,112,23,1,1,0,0,0,0,0,7.19E9,1550000000,1.12E11,2.3E10,4.806538600486444E10,1.4161604866807716E10,6.470217047249197E9
0.32,8.18,4.22,71,30.000000000000004,1,1,0,0,0,0,0,8.18E9,4.2199999999999995E9,7.1E10,3.0E10,2.828188583304496E10,1.3307736189495111E10,6.725599246616307E9
0.42,6.800000000000001,4.15,77,43,1,1,0,0,0,0,0,6.8E9,4.1500000000000005E9,7.7E10,4.3E10,3.628362926248604E10,1.374454729643333E10,7.241261333341092E9
0.1,8.42,4.760000000000001,58.00000000000001,26,1,1,0,0,0,0,0,8.42E9,4.76E9,5.8E10,2.6E10,1.3377060064908278E10,9.620135909259403E9,4.864814614702995E9
0.29,6.65,4.38,62.00000000000001,34,1,1,0,0,0,0,0,6.65E9,4.38E9,6.2E10,3.4E10,2.2701089448766872E10,1.035668628557439E10,5.410013942474247E9
0.51,8.4,3.23,149,35,1,1,0,0,0,0,0,8.4E9,3.23E9,1.49E11,3.5E10,8.010550887432048E10,2.2002594486039177E10,9.940245027148098E9
0.48,9.540000000000001,4.82,131,38,1,1,0,0,0,0,0,9.54E9,4.82E9,1.31E11,3.8E10,6.784006689706329E10,2.2483714485067013E10,1.0534541679361586E10
0.2,8.55,2.97,56,19,1,1,0,0,0,0,0,8.550000000000001E9,2.97E9,5.6E10,1.9E10,1.8039418056168087E10,1.121331335358116E10,5.513954842928675E9
0.29,9.040000000000001,2.62,86,27,1,1,0,0,0,0,0,9.04E9,2.62E9,8.6E10,2.7E10,3.1357829149490593E10,1.4105056914817343E10,6.880693037644838E9
0.23,9.25,3.24,104,41,1,1,0,0,0,0,0,9.25E9,3.24E9,1.04E11,4.1E10,3.104194260911938E10,1.3205718257759848E10,6.703854738384201E9
0.06,8.49,4.11,126.00000000000001,44,1,1,0,0,0,0,0,8.49E9,4.1100000000000005E9,1.26E11,4.4E10,1.553923370335899E10,9.29810590875335E9,4.686934183245947E9
0.14,6.340000000000001,1.4100000000000001,88,13,1,1,0,0,0,0,0,6.34E9,1410000000,8.8E10,1.3E10,1.777169892813057E10,7.871778324134391E9,3.759990637143616E9
0.38,7.800000000000001,1.1800000000000002,135,15.000000000000002,1,1,0,0,0,0,0,7.8E9,1180000000,1.35E11,1.5E10,5.61353921852777E10,1.5184153921849516E10,6.147387203589639E9
0.39,9.34,4.65,81,27,1,1,0,0,0,0,0,9.34E9,4.65E9,8.1E10,2.7E10,3.728704858183058E10,1.717840599149352E10,8.230045431225398E9
0.39,9.99,2.19,119.00000000000001,35,1,1,0,0,0,0,0,9.99E9,2.19E9,1.19E11,3.5E10,5.2503365414972565E10,1.9145340124922302E10,9.150662196092577E9
0.74,9.530000000000001,4.53,56,14,1,1,0,0,0,0,0,9.53E9,4.53E9,5.6E10,1.4E10,4.391771717608635E10,3.1833581497877518E10,1.0432273490867596E10
0.47,9.860000000000001,1.36,117.00000000000001,46,1,1,0,0,0,0,0,9.86E9,1360000000,1.17E11,4.6E10,6.02151668085287E10,2.2252102171331543E10,1.1044169175521568E10
0.26,8.940000000000001,3.1900000000000004,141,10,1,1,0,0,0,0,0,8.94E9,3.19E9,1.41E11,1.0E10,4.327472171826225E10,1.3710503987630083E10,5.456601644517528E9
0.65,5.49,4.32,79,49,1,1,0,0,0,0,0,5.49E9,4.32E9,7.9E10,4.9E10,5.327117274152436E10,2.063533241853091E10,1.1295461355202724E10
0.57,9.72,2.5700000000000003,68,48,1,1,0,0,0,0,0,9.72E9,2.57E9,6.8E10,4.8E10,4.2939372479216415E10,2.4095928817430973E10,1.3675705344019325E10
0.26,8.63,4.070000000000001,84,48,1,1,0,0,0,0,0,8.63E9,4.0700000000000005E9,8.4E10,4.8E10,2.822569878776553E10,1.282690268019081E10,6.7116949993426E9
0.64,7.61,3.5100000000000002,66,27,1,1,0,0,0,0,0,7.61E9,3.51E9,6.6E10,2.7E10,4.497934405245701E10,2.372891910479175E10,1.1319807803835201E10
0.24,9.860000000000001,2.72,54,33,1,1,0,0,0,0,0,9.86E9,2.72E9,5.4E10,3.3E10,2.0453329050547874E10,1.3455376232552372E10,7.061288013845263E9
0.39,8.19,1.9700000000000002,98,19,1,1,0,0,0,0,0,8.189999999999999E9,1970000000,9.8E10,1.9E10,4.321545956676138E10,1.5702900308254297E10,6.860875643977802E9
0.43,6.15,1.6600000000000001,58.00000000000001,46,1,1,0,0,0,0,0,6.15E9,1660000000,5.8E10,4.6E10,2.844521965412826E10,1.2346683038454824E10,6.831201030763198E9
0.29,5.2,2.06,117.00000000000001,39,1,1,0,0,0,0,0,5.2E9,2060000000,1.17E11,3.9E10,3.762117071639785E10,8.583402128396134E9,4.37227351262152E9
0.46,9.120000000000001,1.82,51,28,1,1,0,0,0,0,0,9.12E9,1820000000,5.1E10,2.8E10,2.8384557761775223E10,1.7380945596676987E10,9.124295588599337E9
0.45,5.8500000000000005,2.6700000000000004,67,12,1,1,0,0,0,0,0,5.85E9,2.67E9,6.7E10,1.2E10,3.336715397822913E10,1.2586036151790886E10,5.142901423129227E9
0.31,6.37,3.39,96,13,1,1,0,0,0,0,0,6.37E9,3.39E9,9.6E10,1.3E10,3.415458928496553E10,1.0687763745562649E10,4.66171204639859E9
0.49,5.23,4.030000000000001,71,38,1,1,0,0,0,0,0,5.23E9,4.0300000000000005E9,7.1E10,3.8E10,3.7457079274342514E10,1.2591869372726475E10,6.604930923136221E9
0.64,7.090000000000001,3.62,93,21,1,1,0,0,0,0,0,7.09E9,3.62E9,9.3E10,2.1E10,6.207202341456206E10,2.509201977366832E10,9.773402753798777E9
0.5,8.84,1.22,93,18,1,1,0,0,0,0,0,8.84E9,1220000000,9.3E10,1.8E10,5.091971178809146E10,2.0848580803798664E10,8.299641058558425E9
0.35,6.21,1.6800000000000002,93,42,1,1,0,0,0,0,0,6.21E9,1680000000,9.3E10,4.2E10,3.6586118039796715E10,1.1248825303541245E10,5.803033358262714E9
0.6,8.84,2.49,121.00000000000001,44,1,1,0,0,0,0,0,8.84E9,2.49E9,1.21E11,4.4E10,7.613553908218784E10,2.8136676090533268E10,1.340794778483651E10
0.13,9.14,1.51,88,46,1,1,0,0,0,0,0,9.14E9,1510000000,8.8E10,4.6E10,1.9389856411609207E10,1.1039273352245686E10,5.659840398422948E9
0.25,9.64,2.8000000000000003,65,13,1,1,0,0,0,0,0,9.64E9,2.8E9,6.5E10,1.3E10,2.347964600679042E10,1.3645265903675789E10,6.070146963214761E9
0.74,8.560000000000002,1.01,136,48,1,1,0,0,0,0,0,8.560000000000001E9,1010000000,1.36E11,4.8E10,1.028653728620074E11,4.8043819810786606E10,2.1499097618239796E10
0.25,5.24,3.49,79,27,1,1,0,0,0,0,0,5.24E9,3.49E9,7.9E10,2.7E10,2.3679528351001102E10,7.87399488519619E9,3.9792667898219714E9
0.43,7.8500000000000005,1.34,128,43,1,1,0,0,0,0,0,7.85E9,1340000000,1.28E11,4.3E10,5.9513850349827576E10,1.6904729800607346E10,8.354201152149766E9
0.37,7.8100000000000005,4.6000000000000005,142,30.000000000000004,1,1,0,0,0,0,0,7.81E9,4.6E9,1.42E11,3.0E10,5.7459675671807556E10,1.4949488939646143E10,7.029707226103115E9
0.11,5.99,3.02,97,13,1,1,0,0,0,0,0,5.99E9,3.02E9,9.7E10,1.3E10,1.5999201787045227E10,7.109739351675384E9,3.437733109788225E9
0.43,9.290000000000001,4.24,122.00000000000001,27,1,1,0,0,0,0,0,9.29E9,4.24E9,1.22E11,2.7E10,5.775469057185951E10,1.9526453283991734E10,8.729123075524044E9
0.58,8.84,2.77,114,45,1,1,0,0,0,0,0,8.84E9,2.77E9,1.14E11,4.5E10,6.983238225481525E10,2.6296794421743233E10,1.2841362550976627E10
0.58,5.38,3.9000000000000004,110,36,1,1,0,0,0,0,0,5.38E9,3.9E9,1.1E11,3.6E10,6.6059184397033844E10,1.7401357651036537E10,8.352569414063209E9
0.56,8.870000000000001,1.1400000000000001,133,14,1,1,0,0,0,0,0,8.87E9,1140000000,1.33E11,1.4E10,7.838232388585901E10,2.5732708723743595E10,8.11014691927753E9
0.31,7.920000000000001,4.02,145,10,1,1,0,0,0,0,0,7.92E9,4.0199999999999995E9,1.45E11,1.0E10,5.041371298924291E10,1.3451197485757858E10,5.187606595745009E9
0.2,7.83,4.3100000000000005,99,42,1,1,0,0,0,0,0,7.83E9,4.31E9,9.9E10,4.2E10,2.6062881851394585E10,1.0695780044612719E10,5.473176863452274E9
0.36,7.250000000000001,3.87,127.00000000000001,23,1,1,0,0,0,0,0,7.25E9,3.87E9,1.27E11,2.3E10,5.035945791128477E10,1.355909066927001E10,6.208216937864615E9
0.48,8.850000000000001,3.6700000000000004,133,38,1,1,0,0,0,0,0,8.85E9,3.67E9,1.33E11,3.8E10,6.844125065975217E10,2.1115004537991684E10,9.937336912217182E9
0.48,5.33,3.3200000000000003,60.00000000000001,48,1,1,0,0,0,0,0,5.33E9,3.32E9,6.0E10,4.8E10,3.157127003410213E10,1.2191088927717062E10,6.772153885829113E9
0.36,5.04,3.31,95,14,1,1,0,0,0,0,0,5.04E9,3.31E9,9.5E10,1.4E10,3.742519276263892E10,9.474938928089897E9,4.2072347724184885E9
0.6,6.890000000000001,4.280000000000001,75,19,1,1,0,0,0,0,0,6.89E9,4.2800000000000005E9,7.5E10,1.9E10,4.7755720102739044E10,2.0731662828636463E10,8.517908030541036E9
0.61,8.860000000000001,2.29,115.00000000000001,37,1,1,0,0,0,0,0,8.86E9,2.29E9,1.15E11,3.7E10,7.360495655029456E10,2.864756081344076E10,1.3038099867065882E10
0.47,9.81,1.4000000000000001,73,42,1,1,0,0,0,0,0,9.81E9,1400000000,7.3E10,4.2E10,3.950892655571678E10,2.033360342361604E10,1.0796836690562584E10
0.2,9.790000000000001,3.9400000000000004,71,15.000000000000002,1,1,0,0,0,0,0,9.79E9,3.94E9,7.1E10,1.5E10,2.2031249279510635E10,1.2940097776773478E10,6.002175186196668E9
0.17,6.69,2.69,133,41,1,1,0,0,0,0,0,6.69E9,2.69E9,1.33E11,4.1E10,2.8161383229014317E10,8.821415335236588E9,4.474108678305273E9
0.5,5.54,4.8100000000000005,147,5,1,1,0,0,0,0,0,5.54E9,4.81E9,1.47E11,5.0E9,7.626951553090662E10,1.4755657702293673E10,3.699912160149295E9
0.33,9.16,1.1700000000000002,90,21,1,1,0,0,0,0,0,9.16E9,1170000000,9.0E10,2.1E10,3.5836517649681725E10,1.5369146346929722E10,7.046696742501829E9
0.62,7.41,1.06,94,10,1,1,0,0,0,0,0,7.41E9,1060000000,9.4E10,1.0E10,6.109543228907391E10,2.4445198638859016E10,6.695923499487763E9
0.18,8,1.4600000000000002,85,33,1,1,0,0,0,0,0,8.0E9,1460000000,8.5E10,3.3E10,2.1859150079461876E10,1.0489206098584618E10,5.314580063179308E9
0.52,8.89,2.03,125.00000000000001,44,1,1,0,0,0,0,0,8.89E9,2.0299999999999998E9,1.25E11,4.4E10,6.926678647107953E10,2.3087707769776768E10,1.1180896232494354E10
0.38,8.96,1.76,58.00000000000001,7,1,1,0,0,0,0,0,8.96E9,1760000000,5.8E10,7.0E9,2.759496567244527E10,1.5454155728463327E10,5.2956952784016285E9
0.59,6.050000000000001,2.18,126.00000000000001,28,1,1,0,0,0,0,0,6.05E9,2.18E9,1.26E11,2.8E10,7.682001527811862E10,2.0218530527002113E10,8.7661132045297E9
0.43,8.850000000000001,1.1400000000000001,97,45,1,1,0,0,0,0,0,8.85E9,1140000000,9.7E10,4.5E10,4.675402337925765E10,1.8168631853644184E10,9.307323829554031E9
0.34,8.310000000000002,3.3600000000000003,61.00000000000001,18,1,1,0,0,0,0,0,8.310000000000001E9,3.36E9,6.1E10,1.8E10,2.6224141786138252E10,1.3690859906167673E10,6.401686651729572E9
0.65,7.95,4.69,119.00000000000001,22,1,1,0,0,0,0,0,7.95E9,4.69E9,1.19E11,2.2E10,8.013200560406183E10,3.0076520612675926E10,1.0847900054478453E10
0.07,6.3500000000000005,3.9000000000000004,148,12,1,1,0,0,0,0,0,6.35E9,3.9E9,1.48E11,1.2E10,1.6263578144070957E10,7.096985276284993E9,3.4445885120654154E9
0.72,6.99,2.01,88,35,1,1,0,0,0,0,0,6.99E9,2.0099999999999998E9,8.8E10,3.5E10,6.531700617275906E10,3.2416857155897285E10,1.5268792444065512E10
0.73,7.2700000000000005,1.4400000000000002,87,31.000000000000004,1,1,0,0,0,0,0,7.27E9,1440000000,8.7E10,3.1E10,6.547274680018226E10,3.432992955996715E10,1.5190055584721165E10
0.21,7.78,1.3800000000000001,136,20,1,1,0,0,0,0,0,7.78E9,1380000000,1.36E11,2.0E10,3.470454869458504E10,1.0958703405453772E10,5.17403137453215E9
0.34,5.2,3.41,140,27,1,1,0,0,0,0,0,5.2E9,3.41E9,1.4E11,2.7E10,5.103082767237871E10,9.57063891685487E9,4.632994964605995E9
0.36,6.83,3.18,90,13,1,1,0,0,0,0,0,6.83E9,3.18E9,9.0E10,1.3E10,3.677082350197908E10,1.2474744035706697E10,5.237018066897198E9
0.34,7.03,3.85,60.00000000000001,41,1,1,0,0,0,0,0,7.03E9,3.85E9,6.0E10,4.1E10,2.5039339361487328E10,1.1812532444293325E10,6.346970019723919E9
0.18,7.53,3.66,130,44,1,1,0,0,0,0,0,7.53E9,3.66E9,1.3E11,4.4E10,2.9573248162960995E10,1.0061821660680391E10,5.111419098411452E9
0.5,8.33,3.02,129,46,1,1,0,0,0,0,0,8.33E9,3.02E9,1.29E11,4.6E10,6.866458676048894E10,2.0915790722171196E10,1.026294963402634E10
0.28,5.62,3.6700000000000004,60.00000000000001,6,1,1,0,0,0,0,0,5.62E9,3.67E9,6.0E10,6.0E9,2.0846010528472153E10,8.705597539154892E9,3.4442679331868825E9
0.56,7.12,4.78,60.00000000000001,18,1,1,0,0,0,0,0,7.12E9,4.78E9,6.0E10,1.8E10,3.6732597179261215E10,1.8211341467040607E10,7.928755222795992E9
0.56,9.73,1.7200000000000002,79,25,1,1,0,0,0,0,0,9.73E9,1720000000,7.9E10,2.5E10,4.852093431593215E10,2.4640131291211983E10,1.0901187555827143E10
0.73,8.72,2.3400000000000003,139,19,1,1,0,0,0,0,0,8.72E9,2.34E9,1.39E11,1.9E10,1.0382414966770824E11,4.607327599573519E10,1.2245550544205671E10
0.7,8.18,2.3600000000000003,68,40,1,1,0,0,0,0,0,8.18E9,2.36E9,6.8E10,4.0E10,5.005382258314558E10,2.960551085282605E10,1.645391148792076E10
0.16,9.01,1.56,88,41,1,1,0,0,0,0,0,9.01E9,1560000000,8.8E10,4.1E10,2.1647625003397152E10,1.1401651736135204E10,5.83178412179124E9
0.5,8.57,4.59,55,10,1,1,0,0,0,0,0,8.57E9,4.59E9,5.5E10,1.0E10,3.1784840998190758E10,1.8107487050962536E10,6.436262147407208E9
0.64,5.54,3.7600000000000002,58.00000000000001,35,1,1,0,0,0,0,0,5.54E9,3.76E9,5.8E10,3.5E10,3.911417004727123E10,1.840672223338464E10,1.006189368313267E10
0.08,8.17,1.1500000000000001,133,30.000000000000004,1,1,0,0,0,0,0,8.17E9,1150000000,1.33E11,3.0E10,1.8154464642707836E10,9.243000713074156E9,4.614446441717635E9
0.08,5.640000000000001,4.65,137,19,1,1,0,0,0,0,0,5.64E9,4.65E9,1.37E11,1.9E10,1.614676324695022E10,6.409942515623984E9,3.175886138663178E9
0.13,6.5600000000000005,3.0900000000000003,134,6,1,1,0,0,0,0,0,6.56E9,3.09E9,1.34E11,6.0E9,2.3124058030801815E10,8.083275189219849E9,3.539851517330242E9
0.63,7.590000000000001,3.8600000000000003,71,14,1,1,0,0,0,0,0,7.59E9,3.86E9,7.1E10,1.4E10,4.753802638670043E10,2.360349022322361E10,8.199931511795282E9
0.32,9.16,2.7600000000000002,62.00000000000001,20,1,1,0,0,0,0,0,9.16E9,2.76E9,6.2E10,2.0E10,2.6068367515679554E10,1.445051991965491E10,6.884525457647362E9
0.35,5.720000000000001,4.13,123.00000000000001,18,1,1,0,0,0,0,0,5.72E9,4.13E9,1.23E11,1.8E10,4.676748383637671E10,1.0623242230856874E10,4.814379064664338E9
0.27,7.510000000000001,3.2,74,24,1,1,0,0,0,0,0,7.51E9,3.2E9,7.4E10,2.4E10,2.5461840825519726E10,1.1362332466923601E10,5.59901201050846E9
0.67,9.690000000000001,3.08,124.00000000000001,32,1,1,0,0,0,0,0,9.69E9,3.08E9,1.24E11,3.2E10,8.627739634196698E10,3.749961431836742E10,1.5001044901707205E10
0.15,6.630000000000001,4.14,145,41,1,1,0,0,0,0,0,6.63E9,4.1399999999999995E9,1.45E11,4.1E10,2.7384227214517185E10,8.46428792174459E9,4.284899099701178E9
0.7,9.41,2.22,58.00000000000001,38,1,1,0,0,0,0,0,9.41E9,2.22E9,5.8E10,3.8E10,4.3422855889788765E10,2.950216228973469E10,1.7345892028220463E10
0.34,7.57,4.48,124.00000000000001,43,1,1,0,0,0,0,0,7.57E9,4.48E9,1.24E11,4.3E10,4.715518746777441E10,1.353717367143986E10,6.814714753038455E9
0.51,8.23,1.31,71,28,1,1,0,0,0,0,0,8.23E9,1310000000,7.1E10,2.8E10,4.024248074349427E10,1.9048469929330353E10,9.239701856450314E9
0.47,6.07,4.23,51,26,1,1,0,0,0,0,0,6.07E9,4.2300000000000005E9,5.1E10,2.6E10,2.7186834468809753E10,1.289972860484346E10,6.681274034053757E9
0.22,9.120000000000001,3.9200000000000004,137,49,1,1,0,0,0,0,0,9.12E9,3.92E9,1.37E11,4.9E10,3.7251874752393105E10,1.2993421665762396E10,6.597995554857761E9
0.6,5.930000000000001,2.72,80,48,1,1,0,0,0,0,0,5.93E9,2.72E9,8.0E10,4.8E10,5.037169561461785E10,1.882857864675659E10,1.0143373310578001E10
0.61,6.83,4.08,64,5,1,1,0,0,0,0,0,6.83E9,4.08E9,6.4E10,5.0E9,4.170346113918325E10,2.015917126116662E10,4.303126945291871E9
0.2,9.370000000000001,4.3500000000000005,130,14,1,1,0,0,0,0,0,9.37E9,4.35E9,1.3E11,1.4E10,3.3494520409795544E10,1.2852525747439293E10,5.722911669185529E9
0.52,9.610000000000001,1.57,126.00000000000001,9,1,1,0,0,0,0,0,9.61E9,1570000000,1.26E11,9.0E9,7.013238545900821E10,2.464304795116722E10,6.612972802412351E9
0.24,9.25,4.280000000000001,148,33,1,1,0,0,0,0,0,9.25E9,4.2800000000000005E9,1.48E11,3.3E10,4.254914825686151E10,1.3693103053245197E10,6.67103418059873E9
0.31,7.260000000000001,4.95,144,40,1,1,0,0,0,0,0,7.26E9,4.95E9,1.44E11,4.0E10,4.964831576072525E10,1.2385613755432388E10,6.166804103841118E9
0.11,7.960000000000001,4.23,130,21,1,1,0,0,0,0,0,7.96E9,4.2300000000000005E9,1.3E11,2.1E10,2.138185464427055E10,9.44953657090771E9,4.625146451005698E9
0.06,6.36,1.1,121.00000000000001,39,1,1,0,0,0,0,0,6.36E9,1100000000,1.21E11,3.9E10,1.3237067057010769E10,6.982380602933635E9,3.5217368196549253E9
0.69,8.950000000000001,3.35,70,32,1,1,0,0,0,0,0,8.95E9,3.35E9,7.0E10,3.2E10,5.107433034087456E10,3.0592956746415215E10,1.5130249427806513E10
0.59,9.32,3.9400000000000004,58.00000000000001,11,1,1,0,0,0,0,0,9.32E9,3.94E9,5.8E10,1.1E10,3.804100328501692E10,2.3089360122557755E10,7.608642950248613E9
0.58,9.190000000000001,2.01,100,45,1,1,0,0,0,0,0,9.19E9,2.0099999999999998E9,1.0E11,4.5E10,6.1859439261119606E10,2.630244281627008E10,1.3210559505451271E10
0.1,8.790000000000001,3.29,142,27,1,1,0,0,0,0,0,8.79E9,3.29E9,1.42E11,2.7E10,2.2108474333485455E10,1.0265822396184244E10,5.077296147606724E9
0.23,5.95,4.82,85,16,1,1,0,0,0,0,0,5.95E9,4.82E9,8.5E10,1.6E10,2.413103495486078E10,8.606486932896347E9,4.0912138844009814E9
